,topic_id,media_name,title,url,public_time
20,5,東森新聞,新／四叉貓旁聽被趕出法庭原因曝！見橘子便條紙批柯文哲硬凹,https://news.google.com/read/CBMiVkFVX3lxTFBxUlEtUndCMk9sLWg3SUpucmNzWXRyVVdZRlkzdEZRTGk5VnhOeVdpME96TW0weE9kUnAwUkFPWTh3cXR6N1lnVnlJM0dXdEUtWW9pQmxB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T11:47:00Z
21,5,Yahoo奇摩新聞,糗了！四叉貓旁聽柯案羈押庭 因這事被請出,https://news.google.com/read/CBMirgJBVV95cUxOaXJtQ1hZMjdHUkEySjRjU0trWklpekFZUHplNG1CVjc1VlpvU21ob2E3WGo2QkFFTDlTR29TNmozR0luaFRpbG5jWEJHLTJqT3dKUkt4Y2t3NTZGSGNsek52NUV2VmVYbVZqQ29HNG1yZ3JiTS1rVmhaTnQ0Z0pPVXdNbWVQOVBBS0dncHBVMzcxaDBaQjA4aThTRFpuMkp0d19ybks4TGZYc0RyMkdDU2QwMmNEVUY5M2RoMVBmcEx4S3dJa3R0dFFyaGZZbW1GNWRpeWdkQ01kMWdUeWZrNFZ5UlVqNmh3SmNobGdHd1ZvUnp1VFNiSlItdmZBUW1ISDVOQVBkckFQQXRZV3JLUDJNUjVXX2tIYVdLa0t2RFRCbUNmY2tQbGo1TThwQQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T12:00:18Z
22,5,TVBS,柯文哲羈押庭攻防中 四叉貓旁聽「手機突叮咚」遭請出庭外,https://news.google.com/read/CBMiT0FVX3lxTE56Wkl6M2J1dU9KbzNHR1JHXy1EZkgyZVh3OVloR0N1RnJGZmtHTmFGd3FpRG9GNVZRSC1RWm5jQlZZWHBYQS1JSzhFQ0dIa3M?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T12:27:00Z
23,5,ETtoday新聞雲,快訊／四叉貓羈押庭旁聽「未遵守規則」被請出法庭：好羞恥喔,https://news.google.com/read/CBMiXkFVX3lxTFB6MWdMY21UQWUtTkdDT0laRUJRMDBzTFpIRElteVVXeDJrOVNEaEFVY19HNnlOZ0RnZVUyVnk0akJQMDFTSlFFSVhLQXd2TktsM1pjRWpQOTZ2RXYwSkE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T11:36:00Z
24,6,娛樂星聞,蟬聯5年流量冠軍！台中跨年吸5百萬人觀看 「大咖天后」飆唱收視最高,https://news.google.com/read/CBMiSkFVX3lxTE5xS0c4bnlQbGtIYk9QYTlONERMVmJiS09SVWk1T0UzMkRtSlpTa0xOTUtLRFZXTmc0UDhfZzJDSEY3MUdKaVVEdGhB0gFfQVVfeXFMT1p1N2owLUJXVTdXOU9kczB3c1lKdUtURTFjaTNlc1RTelRzc1lEakRJZlVvS0sxVnRNM1R5ajRxR2lZajFVY0EtSEFCaHBFM0d0Q0xKeFRiTnYyaHJXSlE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T07:03:49Z
25,6,聯合新聞網,台中跨年硬擠韓星「輝人」遭出征？ 女議員：純屬不小心,https://news.google.com/read/CBMiUEFVX3lxTFBXLXdVMlFaakYwdzE4M25PMXlBdkNzWXNEVGhZcUxSYXhkQm1FM3A5VHgyRVE5dEhVZkt3REFWRm1JdFJ3OTdwTHJMOFJnRjBl0gFWQVVfeXFMTzctcUVYS0ZpZmhrYzM3Z1Y4emNHSkVLLWwxOUhFU0dSX25mbmtkR0FHbC1TQmw3dEhUX3Rkc3h3c08yMUFXQ2pDYTlxUDZRbTE1ZEs4cXc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T10:53:27Z
26,6,TVBS,韓星「輝人」跨年遭拉手狂推 粉絲怒喊「別再擠她」,https://news.google.com/read/CBMiWkFVX3lxTFBmYkg1SFJvMXNxSW51Wmo3VmpTRjQyUmFfdjB1bUt5Z2dJSzcybmhYSk9xTHVQQ3NFS1dqQzBDbS1JWTAtRk4wcThBeHhMcXZRQjBSZVFHTEY3Zw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T10:23:00Z
27,6,自由娛樂,跨年晚會收視冠軍出爐！國際嘉賓助陣「近2千位粉絲徹夜守候」,https://news.google.com/read/CBMiXEFVX3lxTFAzcnAzUVJMeWlEYnJLRHUtWGlrSW9FMWZ0NlRzdWJFMkNCbUhvcWZCbTg4VDVodm0zdGtxV0ZXNldxU29BOVgtQ1BpV250MVQ2cGdhNTJ2MHplV2ZL0gFiQVVfeXFMTU81eDgyRHdDZGtqb0ROcUJFZnFhWWxXWS01OVFFLVdpclI0a2x0ajBQRm5UZnBHZ3Bpem10WmxtZTd6VGlUZUl6T1RROGJvejVuUGY4d0lfQnVGTlFSVzY3WFE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T07:26:38Z
28,7,鏡週刊,女友「吃事前藥」與前任泡溫泉 他在家幫做報告崩潰喊：還嘲笑我尺寸,https://news.google.com/read/CBMiW0FVX3lxTE9hTXRyTDEtUGdJZTdGaDhTN0lYdWZsdmVMU2F6cndSTG1naGQwaS1fWmU4MGZyZno5b2xGZHFhbkN5VGlSbk0tVkt4YVo4QzQtZjNDbWRzc3ppRWfSAWBBVV95cUxNMmtFRXNZd2xoM3piSVl3MFU4NGFtREhUMlhJN1R3V205RzVielBfZE9BU3hDR3lBaXRESlk4RFNXYXpxWHhpcDdEWGpjMjBfY3RwWmdyeVJTYmtVVnMzcUo?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T12:57:22Z
29,7,Yahoo奇摩新聞,他在家「幫做報告」！女友跨年夜和前任泡溫泉：演得好辛苦 「這個」沒登出慘了,https://news.google.com/read/CBMihANBVV95cUxNNVpfeXBPV2tYa3pybWVuYzZvdEM1MkFtemhwNUNzQ2FuS01pV0FsaXo0Nm1nRWlCQVp0YTZKa3FqRVJ4MmZmNGpFVF9HMXM5WjhHZEUyNkNERTI2YnVFNHF5YXZiN1VnTlFsOHVrNkg1d0owei1ER0tGZ21GMFNmajVlQ3RVV3hNSDREUWMtdWM5YWFqdnotLS1pU3NLdzdzbXZmXzZMdHRBRXViQlRENzNzOWxJXzFWdlFSV2lJcGQ5bll3WWJiaUVrM0JfLW5PbEZHUVg0OFlmOG1keUt4azdpcHJZVlRsMk5ncTgzTzFuQ09rZjR6NlFMTlVKdnM4ajF1dnF3U0p5S2d1UHBrS2JYbVI4Mzh0UVc2c3NfOVhkN21oeWpPN0JqRXJtQXJSOU80OVVacHRXS1BBSnQ4UW1INjFCUHE3SkFBZ01wTGFwLWtwd1ItTU1SU1ZjQ0hNZFkzU1UwZmJYZ2dHQ1BJX1JBNzBFcXVKcGFWVDdDUHBMSUdp?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T01:09:49Z
30,7,EBC東森財經新聞,超悲跨年夜！買機車送女友「發現被劈腿」 他氣炸：該騎回來？,https://news.google.com/read/CBMiVEFVX3lxTFBpWnRXaUljRl8yVkdWTVU4UlNyMFpWTUYweEdZbTc1M2kzV0VBVEt1VVExQ1d4dnRIU2RKdm9fMjRXNFhVQlE5d0cyQ0RCdGlaSzMwONIBT0FVX3lxTE84c1FsRkItNUp2M1M2UWxDaU14bFlMT011M200dl83RDBoN0dpcGdIN3RBR3JPZnJQRS1lZjZzcmFOOW90b1k1TVFvdlZDRGM?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T03:59:00Z
31,7,MSN,跨年夜女友竟和前任去泡溫泉！ 只因「這個」 沒登出洩密,https://news.google.com/read/CBMi7gJBVV95cUxQVl9rNXpMTlFlVUsyNXFkRHJRTEMxVXpZazhQSThIYWx5dWhaVnBaOWpTN0Y4bEtRSU9iWU5fY0w4VzFQT0FDM2YxRWJGMllzRWJrSmk3LUJqUzdrRzRFUEk3YUg0M2gtaDNqa0xsckFQa3pzNEhkU1FxS05sNVdlMEZ5VGpRTk5PcXc5dXlPaG5QVlRyaHFWOU9CVkliOVk0SElMQ0t0dFdNZ25nekhNTVo0emJma2pydndPMDI3OWNPN1B3eUhCY1V2QUV4YXd2eE90bmEyV2RMTGNFWUJrRkZFcWdSaHc2aWNUWkN3MGtMZzNrcUI1STQ0N0M3bWlsMzE0dHBJcFFpU29EQk1jYndrcUNKdFU1NjVVa1ZQb3l1S0wxLVNnU0dqRlVwaFEzRTJXby15c1JNZ0ppODJ1c09mWGFlZlBjTk85Y1ZiaGtRQVRqTTEzVko4NzByS1Uwd1RhclNfQlhpdVhmb1E?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T00:08:39Z
32,8,三立新聞網 Setn.com,大罷免潮／罷免全台開花！雙北10藍委遭點名藍主委出招「這時間」反制| 政治,https://news.google.com/read/CBMiWEFVX3lxTE9SaUdxR2dmNy1BOHU5Qmo2WFVtNEY4VjJielQ2aW01aGNZNUxwTjRBakxHZE5aUWFESXg4ejZVZDlqSGRVMEY0SFljakRwaG1LTTdqaTdLRlU?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T00:00:00Z
33,8,Yahoo奇摩新聞,大罷免潮／罷免全台開花！雙北10藍委遭點名 藍主委出招「這時間」反制,https://news.google.com/read/CBMihwNBVV95cUxNVmJabFhDTUJGRXh6OE93WWFERjJuUGtqdElyZjZWdmtLZ1RDQU02elREZWJLNFhPdDJYQWpnWTY2UF9pQmVtdWlCNDYxN0NEb1o4Y0NHd1R5cU9wSlJYaHh3R0N5UWxMUTluNW1zSk51VzhMc1hsOWxYaVl5X3lJQXJCZ3BNTl9PSWVwVXpaMHg0WnhkU2sydkxqZDVPc0Z0U25HbThqMVo0bDhNZGdBNVBVN2w3aWFGX2JQLXhUNkE0bU9LdENLRE9jM1RBRGFQZTFWOHhHWERRNzhLSzBmSEdzVklKV1NyRkQ3R3poemRtd3lVek1ST01pczBHYWtsQ0pFWG1LOTRobFdlTHlzVks2N1BtRTNvdnZvQ21WMmE1cDlnazkwNHYxTzhUT2REMFU5SjZYTWZYVzNBekpjenZ6TkhZdFppLTNuLXVnNXloSDhqMWstM0lmaUlNTWpPaXR1VWNPemZoeHRxeEc2OUlNcngwazBlYWtUSnVVNHY1TWtPQ0Fj?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T00:06:10Z
34,8,TVBS,又有罷免潮？花蓮名店自製「傅崐萁罷免書」：免消費來填寫,https://news.google.com/read/CBMiU0FVX3lxTE1oWjFPb1VuT3pNeWVsbTBsRFMxU1ZIVHdqVHNLZkNCNTBkMnFfbVJoSW9VS0hHVUoyTzFmZnFKS1dsZFJqeG82cjNsMzdoeVdzM1FJ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T02:04:00Z
35,8,房產,大罷免潮／全台罷免地圖曝光！27名藍委遭民團鎖定「剉咧等」,https://news.google.com/read/CBMiTkFVX3lxTE1WaHBvTHNkMHRuWk83WER1MFNPLVJDVGd1ejY3TmJGZ0lKeTVmRV9wRjZjS1BHSWIwbVVBT1ZqWnhPVWx0MUcwdURvMnptUdIBX0FVX3lxTE5PRHlGRWhaWnBEQ01kMHhmNmlQenBDOXV3Y2EyZDJwZ1lFbmZrSnB6akstSDEwUU1jazQ5elVRMVhmcGZ4ZW8yMEYtdUNvRWhmRERtdTZYWTBITmE0YXA4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T00:01:10Z
36,9,聯合新聞網,全台濕涼 吳德榮：下周強烈冷氣團籠罩 偏乾晴冷達6天,https://news.google.com/read/CBMiUEFVX3lxTE9aQWdBYWdmSEFzLTBmZDB4cWlmX0hicjRTUGhHQ3A4OXhSaWNrQS1BR0RBVlp3MDlNbGRLR0hJRVJzelFaLW8wa21LRmV5WTZ00gFWQVVfeXFMTzVTZDNRdkNod3VmVkZkdnpwWnBoX1BLcHpvTUZLRXVHQUdDblREREFVY0hIYWRnVU5MMTRpX0NHZmhwRTdmT092VmhjWVNnNkYxNFp3OVE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-01T22:21:14Z
37,9,聯合新聞網,2波冷空氣接力！今晚北部降溫 下周各地「連冷7天」探10度,https://news.google.com/read/CBMiUEFVX3lxTE53VkMtNFRNakh4MG1VMmlpTW90WWp4aVk0UUgwTndkeXNEaFIyV0IxTG81amZPaW1pWlNLeUJ0M3pQUWluNmE4RGsxN1lBbnQy0gFWQVVfeXFMTnd3THdPWGRrQ0xSVFJjZVpxOXZOaEVPUkJRdTZCTU9KWUN1M0pfZzEtcXhzX0xLWWNTU0xIYjdVQUhXQVJlQkYwSVVRclMyQjZXRDdlOXc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,2025-01-02T10:14:31Z
